2.468622e+00,8.365387e+00
4.932120e+00,5.527377e+00
6.825164e+00,3.499337e+00
3.921676e+00,6.805323e+00
2.241897e+00,8.742632e+00
2.374806e+00,8.681748e+00
2.615630e+00,8.577379e+00
9.803833e+00,0.000000e+00
8.861800e+00,6.379681e-01
4.254087e+00,6.813647e+00
3.291280e+00,7.521779e+00
2.387563e+00,8.189237e+00
3.555888e+00,7.231662e+00
4.035006e+00,6.706334e+00
6.382328e+00,3.870684e+00
5.561335e+00,5.074119e+00
6.213664e+00,4.484922e+00
4.315427e+00,6.472030e+00
8.504959e+00,1.864881e+00
4.583397e+00,6.333851e+00
7.785717e+00,2.117747e+00
3.815119e+00,7.020136e+00
2.601478e+00,7.118358e+00
2.583813e+00,8.262902e+00
6.340498e+00,4.027500e+00
9.398657e+00,8.369521e-01
3.143324e+00,7.350330e+00
2.228015e+00,8.915553e+00
9.487724e+00,1.013319e+00
5.247156e+00,5.190998e+00
4.990702e+00,5.490303e+00
3.609576e+00,7.548377e+00
4.519423e+00,6.294428e+00
5.043201e+00,5.715038e+00
8.358929e+00,1.797492e+00
4.311056e+00,6.526608e+00
7.399487e+00,2.796167e+00
2.892068e+00,8.001180e+00
7.105326e+00,3.709989e+00
4.889678e+00,5.875613e+00
3.682434e+00,7.383109e+00
6.750807e+00,3.891521e+00
4.934945e+00,5.682559e+00
9.275670e+00,7.964285e-01
6.614497e+00,3.175492e+00
8.922033e+00,1.863486e+00
3.318048e+00,7.832662e+00
8.175304e+00,1.593346e+00
6.886921e+00,3.126571e+00
4.989460e+00,5.371471e+00
4.116650e+00,6.972106e+00
2.128787e+00,8.834043e+00
2.956422e+00,7.186211e+00
2.280039e+00,8.483164e+00
9.267992e+00,0.000000e+00
2.603236e+00,8.281508e+00
3.677565e+00,6.967514e+00
6.269347e+00,3.718997e+00
7.448562e+00,3.057430e+00
4.842591e+00,5.008042e+00
4.875088e+00,5.969964e+00
4.616371e+00,6.586281e+00
4.149072e+00,6.506644e+00
7.006400e+00,3.356188e+00
7.857802e+00,2.741055e+00
4.619340e+00,5.915678e+00
3.937972e+00,7.047288e+00
4.234818e+00,6.679034e+00
9.469351e+00,2.463996e-01
3.395259e+00,7.481967e+00
5.237136e+00,4.947768e+00
3.183996e+00,7.767872e+00
2.715226e+00,8.128422e+00
6.158794e+00,4.111857e+00
7.553003e+00,2.638956e+00
9.688836e+00,0.000000e+00
3.443592e+00,7.803364e+00
2.830400e+00,8.325045e+00
8.223295e+00,1.723502e+00
4.950944e+00,5.409530e+00
2.536612e+00,8.400562e+00
5.664441e+00,4.809730e+00
3.813909e+00,6.702955e+00
3.435740e+00,7.707439e+00
6.425556e+00,3.930595e+00
4.913100e+00,5.866927e+00
5.244449e+00,5.341275e+00
6.538879e+00,4.048884e+00
2.306852e+00,8.593935e+00
6.563899e+00,3.739041e+00
3.088515e+00,8.071685e+00
3.072974e+00,7.909937e+00
8.617149e+00,1.562369e+00
6.480261e+00,3.582948e+00
4.492885e+00,6.094793e+00
4.821036e+00,6.135741e+00
6.702962e+00,3.537809e+00
8.042918e+00,2.074132e+00
3.733016e+00,7.022340e+00
7.755816e+00,2.374345e+00
7.666871e+00,2.461121e+00
3.091178e+00,8.180394e+00
6.862765e+00,3.419408e+00
6.661968e+00,3.929464e+00
3.803580e+00,6.655247e+00
8.650212e+00,1.116123e+00
5.348736e+00,5.076719e+00
2.573502e+00,8.267509e+00
2.864703e+00,8.163041e+00
3.525371e+00,7.321931e+00
8.645052e+00,1.370636e+00
5.874338e+00,4.705562e+00
1.050214e+01,8.044597e-02
5.375860e+00,5.327196e+00
5.726357e+00,4.836069e+00
4.977991e+00,5.535105e+00
3.981501e+00,6.956151e+00
6.892497e+00,3.720100e+00
9.816364e+00,1.905873e-01
2.977064e+00,7.866247e+00
8.223184e+00,2.184050e+00
4.660739e+00,5.977412e+00
5.749608e+00,4.572916e+00
5.322448e+00,5.339146e+00
6.785129e+00,3.601071e+00
7.749943e+00,2.213129e+00
1.955811e+00,9.250427e+00
2.218189e+00,8.998143e+00
4.601805e+00,5.986782e+00
5.084413e+00,5.602406e+00
5.953874e+00,4.256292e+00
9.365938e+00,8.497052e-01
6.410380e+00,4.276284e+00
7.094760e+00,3.063018e+00
2.376461e+00,8.505717e+00
2.840579e+00,8.404097e+00
7.268892e+00,2.652244e+00
6.400795e+00,3.747449e+00
9.459048e+00,0.000000e+00
5.705377e+00,4.869623e+00
6.725753e+00,4.407772e+00
7.651983e+00,2.208829e+00
7.051718e+00,2.957454e+00
3.154656e+00,7.040789e+00
6.431282e+00,3.692373e+00
7.245333e+00,3.078199e+00
6.221645e+00,4.562060e+00
2.342743e+00,8.550539e+00
5.422395e+00,5.120617e+00
6.027448e+00,4.028015e+00
5.513986e+00,4.811589e+00
6.189702e+00,4.185064e+00
8.452784e+00,1.659655e+00
4.000543e+00,6.882286e+00
9.289888e+00,2.024841e-01
7.477564e+00,2.729820e+00
3.902145e+00,7.065267e+00
8.900064e+00,1.297609e+00
7.147443e+00,2.765029e+00
2.865460e+00,8.193634e+00
5.524346e+00,5.031758e+00
7.443098e+00,2.367192e+00
6.958472e+00,3.830846e+00
5.347735e+00,5.252143e+00
5.983813e+00,4.387777e+00
7.209854e+00,2.865995e+00
5.295117e+00,5.088270e+00
7.460537e+00,2.430942e+00
9.150888e+00,1.167124e+00
6.847416e+00,3.368946e+00
3.167511e+00,8.169832e+00
5.631523e+00,4.820830e+00
2.533888e+00,8.253749e+00
7.500986e+00,3.054751e+00
6.127583e+00,4.054742e+00
