0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.657911305215246822e-02 4.614366079457064146e-02 4.688485340869889134e-02
9.315822610430493644e-02 9.228732158914128292e-02 9.376970681739778268e-02
1.397373391564573630e-01 1.384309823837119036e-01 1.406545602260966810e-01
1.863164522086098729e-01 1.845746431782825658e-01 1.875394136347955654e-01
2.328955652607622440e-01 2.307183039728531448e-01 2.344242670434946441e-01
2.794746783129147261e-01 2.768619647674238071e-01 2.813091204521933619e-01
3.260537913650671249e-01 3.230056255619944139e-01 3.281939738608922186e-01
3.726329044172197458e-01 3.691492863565651317e-01 3.750788272695911307e-01
4.192120174693720336e-01 4.152929471511357384e-01 4.219636806782900429e-01
4.657911305215244879e-01 4.614366079457062897e-01 4.688485340869892881e-01
5.123702435736768868e-01 5.075802687402770630e-01 5.157333874956879782e-01
5.589493566258294521e-01 5.537239295348476142e-01 5.626182409043867239e-01
6.055284696779819065e-01 5.998675903294183875e-01 6.095030943130856915e-01
6.521075827301342498e-01 6.460112511239888278e-01 6.563879477217844371e-01
6.986866957822869262e-01 6.921549119185594900e-01 7.032728011304834048e-01
7.452658088344394915e-01 7.382985727131302633e-01 7.501576545391822615e-01
7.918449218865917238e-01 7.844422335077008146e-01 7.970425079478811181e-01
8.384240349387440672e-01 8.305858943022714769e-01 8.439273613565800858e-01
8.850031479908964105e-01 8.767295550968421392e-01 8.908122147652790535e-01
9.315822610430489759e-01 9.228732158914125794e-01 9.376970681739785762e-01
9.781613740952016522e-01 9.690168766859835747e-01 9.845819215826765447e-01
1.024740487147353774e+00 1.015160537480554126e+00 1.031466774991375956e+00
1.071319600199506450e+00 1.061304198275124788e+00 1.078351628400074480e+00
1.117898713251658904e+00 1.107447859069695228e+00 1.125236481808773448e+00
1.164477826303811137e+00 1.153591519864266113e+00 1.172121335217472637e+00
1.211056939355963813e+00 1.199735180658836775e+00 1.219006188626171383e+00
1.257636052408116267e+00 1.245878841453407437e+00 1.265891042034870129e+00
1.304215165460268500e+00 1.292022502247977656e+00 1.312775895443568874e+00
1.350794278512421176e+00 1.338166163042548762e+00 1.359660748852267842e+00
1.397373391564573852e+00 1.384309823837118980e+00 1.406545602260966810e+00
1.443952504616725641e+00 1.430453484631690086e+00 1.453430455669666221e+00
1.490531617668878983e+00 1.476597145426260527e+00 1.500315309078364523e+00
1.537110730721031215e+00 1.522740806220830967e+00 1.547200162487063491e+00
1.583689843773183448e+00 1.568884467015401629e+00 1.594085015895762236e+00
1.630268956825335458e+00 1.615028127809972069e+00 1.640969869304461648e+00
1.676848069877488134e+00 1.661171788604542954e+00 1.687854722713160172e+00
1.723427182929640589e+00 1.707315449399113838e+00 1.734739576121859139e+00
1.770006295981792821e+00 1.753459110193684278e+00 1.781624429530558107e+00
