1.391098e+02,8.968226e+01,3.406600e+01,3.960197e-02,7.054006e+01,1.796973e+01,2.052327e-02,1.033714e-01,4.562134e+01,1.654719e-01
8.765592e+01,1.751138e+01,7.421650e+01,7.308095e+01,1.688904e-05,1.900290e+01,1.126447e-01,1.218125e-07,2.226455e+01,2.137528e-01
9.843626e+01,5.765829e+01,1.683525e+01,3.013569e-01,2.049679e+01,2.128940e+01,6.192036e-02,6.297738e-02,2.462874e+01,5.473048e-01
1.024533e+02,6.922970e-01,2.511449e+01,6.317384e+01,1.725852e+00,3.650079e+01,2.278149e-02,6.457817e-02,9.850600e+00,1.440559e-02
1.554606e+02,4.458625e+01,8.948314e+01,2.102285e-03,2.467856e+01,2.757794e+01,3.831521e-02,8.319483e-03,3.896184e-01,1.576562e-02
3.830388e+01,2.254138e+02,2.132774e-11,7.745375e+00,1.732845e+00,5.021128e-04,2.089054e+01,1.062758e-02,7.128051e+00,2.488610e-06
9.220228e+01,3.042318e-03,2.958654e+01,7.914552e+01,4.852262e-07,1.003319e+02,8.492395e-03,4.603362e-02,2.622752e+01,2.126242e+01
4.468567e+01,1.262547e+02,2.652691e+01,9.152063e+00,2.721039e+00,1.648884e+01,3.958982e-02,1.129595e-01,4.013940e+00,1.007770e+00
6.497680e+01,8.726308e+00,6.712617e+01,2.317490e+01,3.022931e+00,2.122304e+01,5.525687e-02,1.636428e-02,3.633920e+01,4.513643e-01
9.704974e+00,6.351620e+00,3.621033e+01,1.057018e+02,4.327017e+01,3.283730e+01,4.366436e-02,4.360545e-02,2.077496e+01,6.490302e-04
1.463758e+02,5.467303e+00,1.512485e+01,5.299824e+01,2.350041e+00,9.125693e+00,1.438274e-01,7.536093e-02,4.962289e+01,3.124510e+00
1.069025e+02,7.371681e+01,7.928710e+01,1.664156e-02,2.177258e-02,1.923265e+01,3.576654e-02,8.667590e-03,1.194412e+01,3.808823e+00
8.673715e+01,4.854015e+01,1.023420e+02,7.344773e-01,4.620045e+00,5.687790e+00,5.082080e-02,1.474267e-02,7.017001e+00,2.221272e-02
6.171534e+01,3.778491e+01,4.797872e+01,1.385036e+00,6.874872e+01,5.824680e+01,7.899062e-02,1.186054e-02,6.621482e+00,3.296864e+00
5.599561e+01,6.556038e+00,7.370345e+01,1.213358e+01,4.521321e+01,1.456391e+01,6.753595e-02,2.594308e-03,2.433350e+00,2.157377e+00
1.057349e+02,6.126981e+00,1.999121e+01,3.800404e+01,9.556707e+01,1.255899e+01,1.611931e-02,5.989636e-01,2.053107e-01,4.937719e+00
1.624791e+02,7.022335e+01,2.058509e+01,7.898246e+01,2.114769e-06,2.366500e+01,7.570245e-03,8.704011e-02,5.994453e+01,2.547884e+01
2.821073e+01,1.669984e+02,5.116461e+00,2.695690e+01,1.685023e+01,1.255366e+00,5.145553e+00,8.139595e-02,2.618857e+00,9.700376e-01
4.250125e+01,1.371323e+02,1.490197e-01,7.404939e-02,1.548818e+01,6.016983e+01,3.442848e-02,7.925376e-03,1.506414e+01,1.035866e+01
1.141416e+02,3.596032e+01,1.192525e+02,1.528241e+00,1.198760e+01,9.012495e+00,1.581689e-01,6.608981e-01,1.089328e+01,1.529005e-01
3.758296e+01,4.581571e+00,1.585842e+01,6.968548e+01,2.196567e+00,3.378380e+01,5.641910e-02,9.339670e-03,4.950612e+01,3.414030e-02
6.068008e+01,1.629368e+02,7.039065e+00,1.798227e+01,4.562971e-02,1.026220e+01,2.407365e+00,7.185053e-03,1.220446e+01,3.375867e-01
4.069114e+01,3.458366e+01,2.292176e+01,2.682977e+01,6.165873e+00,6.918481e+01,1.574359e-02,5.990191e-03,3.675850e-08,5.119036e+01
1.764291e+02,3.268286e-10,1.419853e+02,7.453581e+01,1.772945e-01,1.355662e+01,1.368929e-02,1.257889e-02,1.560982e+01,9.059179e-02
1.420062e+02,8.891789e+01,1.022206e+02,2.489934e-03,5.038863e+01,3.161192e+01,3.673277e-03,3.482656e-02,3.228846e+00,2.676162e+00
