6.288911e+00,2.662798e+00,2.164019e+00
4.310094e+00,4.718919e+00,2.159496e+00
6.404003e+00,2.519409e+00,2.189478e+00
4.283869e+00,3.596246e+00,3.372757e+00
4.794907e+00,4.845573e+00,1.033697e+00
1.019282e+01,0.000000e+00,0.000000e+00
3.496562e+00,3.862520e+00,4.441277e+00
7.097911e+00,3.357730e+00,0.000000e+00
4.698760e+00,3.938443e+00,2.733800e+00
5.178617e+00,2.786369e+00,3.644964e+00
5.213378e+00,2.571383e+00,3.677291e+00
5.118987e+00,4.578244e+00,1.121917e+00
4.991696e+00,5.514740e+00,5.869725e-02
4.972441e+00,3.608085e+00,2.701864e+00
4.573527e+00,5.074488e+00,1.077266e+00
5.714624e+00,3.520791e+00,1.408685e+00
5.091208e+00,3.641805e+00,2.549515e+00
9.229194e+00,1.091082e+00,0.000000e+00
6.786605e+00,1.602759e+00,3.010665e+00
4.521212e+00,5.585519e+00,6.411403e-01
5.414813e+00,1.888465e+00,4.525838e+00
7.984495e+00,1.346537e+00,1.446636e+00
4.472121e+00,4.592216e+00,2.017430e+00
3.271861e+00,5.551493e+00,2.077435e+00
5.663756e+00,4.546424e+00,2.832792e-01
4.595072e+00,3.818623e+00,3.161457e+00
5.838912e+00,3.128120e+00,2.400857e+00
4.669728e+00,3.965605e+00,2.611256e+00
4.595142e+00,2.154961e+00,5.352065e+00
4.128151e+00,4.779283e+00,2.229060e+00
3.964822e+00,4.848545e+00,2.241286e+00
5.894390e+00,1.392230e+00,4.264012e+00
5.592666e+00,1.600753e+00,4.730680e+00
6.880681e+00,1.114065e+00,3.560862e+00
5.953858e+00,2.034353e+00,3.508108e+00
5.050578e+00,2.342597e+00,4.521852e+00
5.189967e+00,2.529138e+00,3.955762e+00
9.207574e+00,5.153842e-01,8.582491e-01
5.290593e+00,3.614840e+00,1.757817e+00
4.066794e+00,5.213778e+00,1.332632e+00
9.437769e+00,0.000000e+00,1.310968e+00
4.193143e+00,1.708730e+00,6.299764e+00
3.918311e+00,5.408439e+00,1.799698e+00
7.948847e+00,3.135709e-01,3.088324e+00
5.578356e+00,1.714503e+00,4.343173e+00
5.652863e+00,3.508883e+00,1.490347e+00
5.057519e+00,3.346135e+00,3.204842e+00
3.948261e+00,6.012773e+00,4.897388e-01
4.645778e+00,4.313824e+00,2.128033e+00
8.756710e+00,1.555536e+00,0.000000e+00
8.166425e+00,2.283875e+00,5.634348e-02
6.537460e+00,3.485091e+00,6.402494e-01
5.865784e+00,3.667165e+00,1.272897e+00
6.927250e+00,2.049774e-01,4.944342e+00
1.010037e+01,2.441045e-02,0.000000e+00
6.312902e+00,3.238713e+00,1.294481e+00
3.440171e+00,4.198087e+00,4.106801e+00
7.465247e+00,2.796917e+00,2.643063e-01
5.747431e+00,4.602338e+00,0.000000e+00
4.718593e+00,2.927030e+00,3.651758e+00
1.014400e+01,0.000000e+00,0.000000e+00
5.123899e+00,2.606616e+00,3.920939e+00
3.844784e+00,6.400042e+00,1.503655e-01
4.958485e+00,5.050736e+00,8.322052e-01
4.231371e+00,4.968180e+00,2.019784e+00
9.810221e+00,0.000000e+00,7.156775e-01
4.222303e+00,4.859791e+00,1.779050e+00
3.407266e+00,5.296390e+00,2.324118e+00
4.771166e+00,4.708568e+00,1.351889e+00
5.851656e+00,1.106498e+00,5.143546e+00
3.867731e+00,5.533569e+00,1.400228e+00
4.276208e+00,4.443854e+00,2.516479e+00
5.404220e+00,1.383679e+00,5.299040e+00
8.867149e+00,9.574435e-01,8.740227e-01
7.462253e+00,1.561070e+00,2.264147e+00
4.865035e+00,4.425500e+00,1.750056e+00
4.432128e+00,4.171892e+00,2.722164e+00
4.095062e+00,3.438524e+00,4.380916e+00
4.651484e+00,3.378016e+00,3.482619e+00
4.438707e+00,4.920955e+00,1.308984e+00
4.193440e+00,4.759492e+00,2.196256e+00
4.668782e+00,5.294402e+00,7.919684e-01
3.977153e+00,5.310018e+00,2.041782e+00
3.896227e+00,3.373573e+00,4.714703e+00
3.815193e+00,5.919532e+00,3.256370e-01
8.317235e+00,0.000000e+00,3.022692e+00
4.571504e+00,4.897971e+00,1.303223e+00
6.064793e+00,5.359734e-01,5.699496e+00
8.160444e+00,1.061116e+00,1.384651e+00
8.056657e+00,0.000000e+00,3.521879e+00
4.216563e+00,5.715789e+00,8.394947e-01
3.666210e+00,4.734340e+00,2.915349e+00
5.416201e+00,4.095903e+00,1.624269e+00
6.321692e+00,1.480773e+00,3.884367e+00
5.143435e+00,3.359131e+00,2.856208e+00
4.017488e+00,5.555505e+00,1.334009e+00
