1.746800e+02,1.190923e+01,9.211927e-01,4.752578e+01,9.724984e-01,2.981784e+01,5.233240e+00
1.888963e+02,6.071656e+01,1.660203e+01,3.528874e+01,4.824732e-03,1.672001e+01,6.478907e+00
1.771898e+02,8.113846e+01,1.351487e+00,2.724190e+01,1.268234e+00,7.446670e+00,2.269325e+00
1.251608e+02,1.530729e+01,1.742117e+01,8.374612e+01,1.200206e-01,2.370291e+01,9.731956e+01
1.817671e+02,7.753290e+01,3.730302e+00,9.307453e+00,4.640925e+00,9.792523e+01,3.778200e+00
1.106509e+02,5.597681e+01,2.729954e+00,6.142923e+00,5.656648e+00,1.132538e+02,1.052132e+00
7.017843e-04,7.277508e+01,4.480203e+01,4.543432e+00,8.864764e+01,4.398483e-09,3.115223e+00
1.795204e+02,4.869167e+01,1.976254e-01,2.748371e+01,2.086325e-02,2.017231e+01,2.910075e+01
1.358440e-02,5.507149e+01,1.522148e+02,4.449128e-01,3.011623e-01,2.553574e+00,1.053997e+02
1.748358e+01,2.700947e+01,5.496071e-01,8.264304e+01,9.463876e-01,5.859944e+01,2.897154e+01
3.565825e+02,3.484537e+01,1.668013e+00,2.899271e+01,4.860553e+00,2.583654e+01,4.382113e+00
8.164779e+01,6.456001e+01,8.473722e-02,5.973981e+01,1.846420e+00,3.743445e+01,2.801095e-06
4.960946e-04,1.110792e+02,6.474416e-06,4.223158e+00,3.265629e-05,1.099825e+02,6.989442e+01
1.232215e-01,2.157846e+01,1.701513e+02,1.677234e-10,1.284863e+01,8.355248e-02,3.014017e+01
8.564973e-05,5.530864e+01,1.787301e+02,1.301216e-02,1.241706e+00,7.510369e-05,1.406940e+02
2.170943e+02,4.625521e-09,2.749594e-03,2.335168e+01,6.247490e+00,3.468003e+00,5.288445e+01
9.727241e-07,2.268151e+01,1.367917e+02,1.009675e-47,3.221276e+01,1.055095e-09,1.208125e+01
4.345529e-02,6.906272e-20,8.685456e+01,7.916737e-63,2.809074e+01,1.275047e-02,1.443843e+02
2.685057e+00,5.627487e+01,3.184433e+02,1.517270e+00,6.363250e+01,8.549848e-01,2.073988e+01
1.402415e+02,4.000231e+01,7.495970e-02,4.952936e+01,4.456656e+00,7.884802e+00,1.397309e+00
2.432692e+02,3.147225e+01,1.661812e-01,3.233904e+01,8.900246e-01,8.573706e+01,2.903451e+01
2.979866e-03,3.670263e+01,1.382236e+02,3.379559e-02,1.451740e+01,1.986648e-01,1.099701e+02
6.171963e+01,9.777162e+01,3.635057e+01,1.692164e+01,6.183103e+00,7.277117e+01,2.672009e+01
9.789318e+01,1.968412e+01,3.209225e-04,1.091417e+02,1.110971e+01,4.831966e-01,4.858883e-01
2.291075e-02,5.415362e+01,1.934614e+02,2.800372e-22,1.877940e+01,5.341391e-01,1.450335e+02
2.832776e+02,8.011678e+01,8.768593e-01,2.957034e+01,1.396634e-03,1.522748e+01,1.157651e+01
2.970110e-05,4.742516e+01,1.373436e+02,2.555545e-04,8.102844e+00,2.789971e-11,4.145017e+01
2.867562e+02,1.096120e+02,2.548688e+00,6.328506e+00,8.103346e+00,3.704183e+01,1.664673e+00
6.086729e-02,3.623461e+01,1.440580e+02,4.803068e-09,6.384233e+01,1.185545e-04,1.589238e+01
2.134005e+02,4.434067e+01,3.240438e+00,3.191837e+01,8.278456e+00,3.884429e+01,8.208665e+00
1.433322e+02,1.195195e+01,1.125070e+00,2.334398e+01,3.514809e+00,8.503098e+01,9.691187e+00
1.235588e+02,2.058025e-14,6.807150e+00,7.987993e+00,4.569387e+01,1.419622e+01,5.227222e+01
2.755983e+02,6.721836e+01,1.206567e+00,1.810406e+01,4.304683e+00,5.139510e+01,3.018370e+00
1.207796e-03,2.343769e+01,1.115878e+02,3.736415e-55,2.158374e+01,1.786718e-14,8.211964e+01
2.224335e+02,1.959792e+01,7.879228e+00,3.224129e+01,1.612575e+01,4.628864e+01,1.709536e+01
1.677986e+02,3.653091e+01,1.503581e+00,7.895206e+01,9.161697e+00,3.387192e+01,8.421072e-04
3.585791e+02,1.157164e+02,8.470373e-01,1.288069e-12,7.916417e+00,1.166525e+02,3.079977e-02
4.178528e-01,4.991893e+01,2.335930e+02,9.681564e-22,2.607057e+01,2.225444e-02,3.773277e+01
1.040470e+02,2.898619e+01,2.305735e+01,1.447841e+01,6.845331e+01,8.801505e-05,4.049672e+00
8.571412e+01,6.959304e+01,5.095845e+00,4.336189e+01,5.053990e+01,7.281312e+00,1.819857e+01
3.018852e+02,1.105749e+02,1.165653e+00,4.669710e+01,1.267197e+00,6.352766e+01,3.126847e+01
1.968012e+02,5.683134e+01,9.753934e-01,6.031355e+01,1.110590e+01,5.927617e+01,3.074715e-01
2.641485e+02,1.008741e+02,3.621622e+01,2.211963e+01,2.423492e+01,7.675327e-01,1.205236e+01
1.907139e+02,6.711723e+01,2.468940e+00,4.569701e+01,5.382654e-02,1.071014e+02,3.590689e+00
3.097793e+02,7.046439e+01,1.910028e-03,4.001534e+01,4.028910e-02,6.413961e+01,6.734187e-04
1.213329e-07,1.300958e+01,1.101832e+02,2.435890e-02,2.491589e+01,2.287656e-17,4.377201e+01
2.703541e+02,6.407223e+01,1.094602e+00,4.484022e+01,9.137924e-01,3.515126e+01,5.490311e-02
2.662918e-03,8.960597e+00,1.394457e+02,1.429651e-01,5.723649e+01,1.784726e+00,1.583771e+00
8.487601e-02,2.889959e+01,1.710876e+02,2.320215e-07,1.766731e+01,3.879017e-03,3.990717e+01
7.225383e-02,3.883971e+01,1.303155e+02,1.188013e-34,4.598483e+01,5.283012e+00,7.718497e+01
1.342140e+02,2.510805e+01,5.372805e-01,1.150793e+02,3.953803e+00,2.069459e+01,1.877783e-02
8.998123e+00,6.408492e+01,7.153014e-01,8.790495e+01,1.030520e-01,1.033310e+02,2.941848e+01
1.103805e+00,6.374277e+01,2.081336e-02,1.068851e+01,9.597227e-01,1.468081e+02,4.965486e+01
2.233148e+02,9.028138e+01,1.515308e+00,5.530044e+01,5.434584e+00,1.584158e+00,9.630382e+00
1.781880e+02,3.653145e+01,3.147800e+01,4.040007e+01,1.046037e+00,4.696700e+00,2.284992e+01
5.096817e-02,3.567268e+01,6.381419e+01,2.041341e-01,1.511711e+02,2.417844e-10,6.529301e+00
1.227143e+02,3.616200e+01,1.244323e+01,2.514540e+00,3.966741e+01,5.252409e+01,4.076126e+01
1.802930e-02,5.625145e+01,2.032600e+01,1.026349e+01,4.753787e+00,1.242294e+02,4.328319e+01
1.742966e+02,5.855054e+01,1.062163e+00,2.047476e+01,3.087499e+01,7.835410e+01,1.960956e-01
3.435491e-03,3.460630e+01,2.209387e+02,9.923992e-17,2.520682e+01,6.110301e-14,7.405161e+01
2.347339e+00,9.492643e+01,2.651913e+01,3.263825e+01,2.705993e+01,3.348065e+01,3.914068e+01
2.344280e+02,1.105301e+02,5.271973e-12,2.790283e+01,6.629718e-04,5.277320e+00,1.569234e+01
2.402819e+02,4.383837e+01,1.951271e+00,2.322868e+01,1.055505e+01,2.652665e+01,1.739714e+00
1.547416e+02,7.887059e+01,3.037105e+01,4.363409e+01,1.226571e-01,1.523802e-07,1.225765e+01
1.375810e+02,4.218513e+01,6.456091e+00,4.610874e-12,1.595986e+01,1.089197e+02,4.110891e-02
2.704304e+02,2.290435e+01,5.323728e-01,4.486429e+01,5.765560e+00,5.896019e+01,1.235002e-02
4.682436e+01,1.171181e+02,3.566683e+01,1.618242e+01,3.202003e+01,1.517939e+01,1.997618e+01
3.226306e-04,2.434380e+01,1.180041e+02,2.909373e+00,4.470353e+01,3.336629e+00,5.155019e+01
6.889639e-02,4.218850e+01,2.080384e+02,3.200176e-16,6.060354e+01,3.152125e-02,7.585480e+00
1.785347e+02,5.318549e+01,3.347608e+00,6.702746e+01,3.868335e-02,1.518273e+01,2.176367e+01
1.264785e+02,5.284296e+01,2.343424e-04,8.152129e+01,5.970418e+00,2.112103e+00,6.981240e+00
1.722372e+02,2.884754e+01,1.632655e+00,5.832066e+01,6.733123e+00,4.137718e+01,3.850332e+00
3.335738e+01,4.665075e+01,3.850349e+01,2.686862e+00,8.168629e+01,1.151659e+01,1.235318e+01
5.803491e+01,4.184421e+01,3.975765e+01,9.629360e+01,3.081858e+01,3.110998e+00,1.744229e-07
2.589306e+02,3.862207e+01,1.203596e+01,1.210712e+02,1.846692e+01,8.447084e-01,1.283994e+01
9.670127e-02,1.631966e+01,2.650104e+02,7.554709e-03,3.515282e+01,1.123887e-02,2.657931e-01
2.905271e+02,6.526858e+01,1.238796e+00,6.874493e+01,8.506611e-01,1.312157e+01,8.454425e+00
2.993136e+02,1.234094e+02,1.087560e+01,3.732037e+01,1.537642e+01,4.156138e+01,6.424482e+00
1.694140e+02,2.532859e+01,4.318325e+01,5.720547e+01,7.836729e+00,3.577042e+01,2.865951e+00
2.981521e+02,7.065648e+01,1.472271e+00,2.382564e+01,3.284796e+00,1.471030e+02,2.114081e+00
2.194266e+00,1.720405e+01,1.385131e+02,5.243875e-11,5.772515e+01,2.482461e+00,4.170733e+01
3.198874e+02,7.609877e+01,7.138862e+00,9.509431e+01,1.083455e+01,2.026676e+01,5.932672e+00
2.772615e+02,5.426834e+01,4.319412e-01,9.913516e+01,3.769748e+00,9.062685e+00,6.888195e+00
1.864113e+02,1.150141e+02,4.460215e-01,3.209617e+00,1.448895e+00,7.918614e+01,1.677353e-06
3.428452e+02,2.074088e+02,2.228232e+00,5.863573e-06,3.818992e-01,3.582628e+01,1.189231e-01
1.094804e-01,5.387600e+01,2.368054e+02,4.777970e-17,3.765716e+00,7.067866e+00,3.289742e+01
3.178835e+02,2.778038e+01,2.634032e+00,7.079446e+01,3.949008e+00,6.251085e+01,9.177607e-01
6.273030e-01,4.044909e+01,2.060904e+02,4.529000e-29,2.600027e+01,7.158781e-01,5.636419e+00
1.084318e+02,3.037690e+01,1.226045e-01,7.481510e+01,6.900842e-01,1.750063e+01,2.135933e-08
1.878206e+02,1.464662e+02,6.877625e-01,6.178169e+00,1.762188e+00,2.800269e+01,2.729216e-04
1.702475e+02,1.351546e+02,2.374266e+00,2.053105e+01,7.434077e-02,2.908044e+01,1.124664e-03
7.327698e-03,2.153667e+01,1.834464e+02,1.242666e-03,1.174185e+00,1.370613e-13,9.089045e+01
3.596862e+00,6.636447e+01,7.680308e-04,6.575245e+00,2.548985e+01,9.443287e+01,1.051926e+02
6.365167e+00,6.481566e+01,6.809952e+01,4.753486e-29,7.405872e+01,5.003985e+00,1.188371e+02
1.683427e+02,3.611013e+01,1.429847e-03,5.234545e+01,4.263483e+00,2.602604e+00,7.280958e-01
7.294746e-02,2.988001e+01,1.742958e+02,4.856994e-14,6.076965e+01,1.770066e-10,1.467870e+00
3.172999e-02,4.117747e+00,6.493794e+01,1.718350e-02,6.419675e+01,4.271929e-01,7.394533e+01
1.908452e+02,5.348044e+01,6.534208e-01,3.744403e+01,9.079234e+00,3.428284e+01,2.437324e+00
