1.410572e+01,1.135358e+02,7.278158e+00,5.418516e+00,2.052803e+01
4.305662e+00,1.242136e+02,4.395315e+00,6.026839e-01,1.468041e+01
4.330976e+00,1.018282e+02,2.799656e+00,6.871161e+01,1.137486e+01
2.353343e+01,1.118174e+02,1.217364e-10,6.588968e+01,8.045213e-01
1.150688e-01,8.657608e+01,1.440164e-11,1.019026e+02,9.843643e+00
1.959590e+01,9.520257e+01,2.688448e+01,7.065083e+00,1.192968e+01
3.350133e+01,1.213295e+02,1.051600e+01,4.656160e+01,4.418516e-01
1.642781e+01,6.535119e+01,1.652620e-11,9.428774e+01,1.594734e+01
6.543343e+01,8.700565e+01,2.007808e+01,3.368409e+00,1.623981e+01
1.020520e+01,5.388016e+01,1.672869e+01,8.198650e+01,2.173014e+01
6.952090e+00,6.989849e+01,1.333592e+01,1.024302e+02,6.413888e+00
1.310689e+01,7.399380e+01,3.864999e-03,6.088399e+01,1.155617e+01
9.521921e-01,5.092326e+01,7.154808e+01,1.196469e+01,1.882379e+01
5.577311e+01,1.656372e+02,2.531741e+01,1.608252e-01,3.453949e+01
3.357482e+01,9.637433e+01,2.430866e+00,9.014570e+01,2.098659e-01
1.845869e+01,7.128644e+01,1.244301e+01,8.767116e+01,1.033597e+00
6.859001e+01,8.613504e+01,8.841843e+00,2.885716e+01,1.249934e-03
6.811789e+01,9.176780e+01,2.615243e+01,5.916208e+00,4.384276e+00
1.159494e+01,7.288613e+01,3.301140e+01,2.706432e-01,7.825092e+01
2.885582e-03,7.336494e+01,6.124705e+00,3.813686e+01,4.261639e+01
4.200199e+01,5.136880e+01,2.104340e+00,8.979318e+01,3.997967e+01
9.454627e-02,4.982410e+01,1.354133e+00,5.307122e+01,5.665842e+01
5.374222e+01,7.288123e+01,3.011973e-01,8.342047e+01,5.782925e-02
1.484069e+01,9.744114e+01,2.505688e-02,6.490473e+01,8.885571e-01
4.627702e+00,1.362502e+02,2.563015e+01,1.207748e+00,3.906652e+01
1.088268e+01,1.023113e+02,1.552582e-02,8.428396e+01,2.524123e+00
8.613648e+00,9.477497e+01,1.661849e+01,3.576038e+01,2.245743e+01
8.825157e+01,1.044364e+02,8.257227e+01,1.805108e+01,6.093650e+00
4.668743e+01,4.831505e+01,8.152376e+00,1.117805e+02,1.380653e+01
3.441650e+01,4.707101e+01,2.497743e-07,7.496677e+01,9.802082e-02
6.243737e+01,8.660097e+01,4.579492e-03,1.776969e+01,8.258747e+00
3.073477e+01,8.370801e+01,3.525084e+01,1.415054e+01,1.791309e+01
2.922357e+01,5.849845e+01,1.679217e-03,7.462983e+01,1.177384e-03
1.738394e+01,8.418063e+01,4.003822e-09,1.059189e+02,7.210030e+00
1.672822e+01,6.071837e+01,5.819925e+01,2.615445e+01,6.402358e+00
4.063173e+01,1.092835e+02,1.043611e+01,4.389668e+01,8.428566e+00
6.083387e-01,5.074669e+01,9.537043e+00,7.656622e+01,1.241762e+01
3.259984e+01,1.431906e+02,8.850510e+00,9.738637e+00,3.696665e+00
9.953489e+00,6.411750e+01,5.677180e-04,1.350922e+02,2.639563e+01
4.552286e+01,8.417005e+01,9.984981e-01,1.384137e+02,5.423481e-02
5.874006e+00,6.016046e+01,1.220792e+01,3.757511e+01,3.990840e+01
2.275655e+01,1.217543e+02,8.761508e+00,1.780550e+00,5.423446e+01
1.051937e+01,1.240021e+02,1.730710e+01,9.633802e-01,5.588409e+01
5.854817e+01,1.043109e+02,3.777082e+01,7.274456e+01,6.618655e+00
5.787943e+01,1.192084e+02,2.943528e+01,2.961887e+01,1.442609e-03
2.011892e+01,8.837659e+01,5.169501e-03,1.121897e+02,6.732803e-03
4.546091e+01,1.587411e+02,3.252479e+01,2.570520e+01,4.057506e+00
3.433328e+01,4.561288e+01,4.182559e-04,8.541623e+01,8.653603e+00
1.566291e-01,8.245738e+01,8.409290e-08,1.213429e+02,3.931553e+01
1.436723e+00,3.693659e+01,2.020552e+01,7.488768e+01,1.269257e+01
1.940268e+01,8.550439e+01,3.702100e-02,6.181542e+01,2.564639e+01
5.180739e+01,1.126448e+02,9.502266e+00,6.839470e+01,8.481814e+00
3.632631e+00,8.943328e+01,5.121301e+01,5.122265e+00,5.692590e+01
2.138432e+01,1.053549e+02,1.924266e+01,1.492313e+01,1.202169e+01
1.155979e+00,1.388114e+02,2.597992e+01,1.892120e-02,6.036154e+01
4.832864e+01,7.836125e+01,1.177535e+00,1.283729e+02,3.136535e+01
3.003195e+01,8.393405e+01,1.297667e-01,8.036967e+01,1.797699e+01
