0.000000e+00,3.219032e+00,0.000000e+00,8.284569e-01,8.287828e-01,2.654722e+00,8.177456e-01,3.927776e-01,0.000000e+00,8.545921e-06
1.135402e-01,7.463353e-02,1.737654e-01,1.480902e-01,1.272070e-01,1.390288e-01,6.395829e-02,7.620433e-02,1.310614e-01,1.590034e-04
1.694184e+00,1.933151e-01,4.980117e-02,1.442057e-01,2.541043e-04,3.684007e-02,1.494363e-01,1.223932e-01,4.605062e-01,4.809981e-01
3.640537e-01,2.925348e-01,1.899229e-06,6.991692e-01,9.336371e-02,2.827030e-01,2.439851e-01,5.002242e-01,3.312126e-09,4.531638e-02
3.391996e-01,2.422316e-01,9.176597e-10,1.205084e+00,1.598026e-01,4.348663e-01,0.000000e+00,1.402423e-01,2.605386e-01,3.783364e-04
1.752605e-01,1.410156e-01,4.989184e-02,6.871504e-01,1.268703e-01,1.120436e+00,2.031003e-01,5.888757e-01,1.399224e-01,3.264750e-08
8.102986e-02,1.641965e-01,5.035099e-02,1.331229e-01,7.281900e-02,4.060265e-01,8.953213e-02,1.698215e-01,1.304129e-01,1.066198e-01
1.926214e+01,2.871292e+00,2.396278e+00,1.527638e+00,1.381724e+00,5.514512e-01,4.092130e+00,2.278801e+00,1.375021e+00,3.802763e-02
2.509607e-01,7.849932e-02,1.957629e-02,1.113640e-01,5.062058e-02,1.813542e-01,1.454018e-01,2.262512e-01,6.216644e-02,5.304745e-02
1.985882e-01,2.821822e+00,6.443069e-01,1.200248e+00,1.655134e+00,1.499777e+00,5.599706e-01,4.212750e+00,0.000000e+00,2.823576e-01
1.678819e+00,0.000000e+00,1.169679e-01,3.334563e-01,2.341920e+00,0.000000e+00,1.124873e+00,3.226437e+00,2.022869e-12,2.968631e-16
4.221452e-03,1.105971e+00,2.308845e-01,9.154193e-02,3.089054e-01,9.201955e-01,1.286431e-01,1.550990e-01,4.310150e-02,2.879340e-03
6.752187e-02,2.490637e-02,2.487210e-01,2.640014e-01,7.293058e-02,1.551769e-01,1.674181e-02,1.761398e-01,1.934558e-02,2.361913e-01
5.963389e-01,3.715419e-01,6.502292e-01,1.992714e-01,9.747051e-02,4.314656e-01,1.282216e+00,3.210453e-01,6.145472e-01,2.580843e-16
1.074454e-01,2.710509e-02,3.395447e-12,4.080094e-01,3.204005e-06,2.536877e-01,9.154811e-02,1.405032e-01,6.646578e-02,1.914400e-01
6.347530e-01,0.000000e+00,0.000000e+00,3.925216e-02,2.881718e-01,0.000000e+00,0.000000e+00,9.059609e-01,2.803606e-02,0.000000e+00
