2.313190e+00,7.088823e+00,8.992850e-03,9.588236e-02,0.000000e+00
2.444014e+00,6.898898e+00,1.583157e-01,0.000000e+00,0.000000e+00
2.480711e+00,6.767960e+00,0.000000e+00,1.252651e-02,1.059662e-01
2.420828e+00,7.060793e+00,3.335251e-02,0.000000e+00,0.000000e+00
2.253803e+00,6.664279e+00,3.847386e-01,9.045438e-02,1.777745e-01
2.506071e+00,6.700192e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.472681e+00,6.974544e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.482584e+00,6.899925e+00,2.320107e-03,0.000000e+00,5.548176e-02
2.395961e+00,7.131927e+00,1.336669e-02,0.000000e+00,5.140838e-03
2.563708e+00,6.693141e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.457384e+00,6.995187e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.472169e+00,6.846111e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.443178e+00,6.839479e+00,0.000000e+00,1.145639e-02,0.000000e+00
2.599829e+00,6.593793e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.455510e+00,6.886484e+00,1.743974e-02,8.554779e-02,1.010356e-02
2.562567e+00,6.821931e+00,0.000000e+00,7.294043e-03,0.000000e+00
2.360041e+00,6.913067e+00,1.537915e-01,2.223021e-02,1.914583e-01
2.388899e+00,7.007789e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.379570e+00,6.930690e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.432135e+00,6.532885e+00,3.571693e-01,0.000000e+00,3.135059e-01
2.328604e+00,6.954616e+00,1.111676e-01,0.000000e+00,3.235561e-02
2.427070e+00,6.889324e+00,1.871540e-01,0.000000e+00,0.000000e+00
2.322458e+00,6.920084e+00,1.480649e-01,9.643563e-02,0.000000e+00
2.207077e+00,6.930129e+00,2.044599e-01,0.000000e+00,3.989347e-01
2.386636e+00,6.845109e+00,5.593974e-02,6.306309e-03,2.926173e-01
2.275393e+00,7.060493e+00,0.000000e+00,4.805639e-02,1.221083e-01
2.435933e+00,6.718874e+00,1.162601e-01,8.417880e-02,2.763875e-02
2.527200e+00,6.589239e+00,3.538159e-01,4.646675e-03,0.000000e+00
2.251671e+00,6.946549e+00,2.036708e-01,0.000000e+00,1.528219e-01
2.461178e+00,6.843803e+00,0.000000e+00,0.000000e+00,1.303612e-01
2.386648e+00,6.976742e+00,1.203541e-01,5.382293e-02,0.000000e+00
2.422782e+00,7.060542e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.429948e+00,6.782697e+00,3.036981e-01,0.000000e+00,1.549987e-01
2.366026e+00,7.007931e+00,3.156490e-02,0.000000e+00,1.532917e-01
2.445857e+00,6.875058e+00,1.563961e-01,3.397758e-02,0.000000e+00
2.576476e+00,6.788714e+00,5.013749e-02,0.000000e+00,0.000000e+00
2.560150e+00,6.519740e+00,3.200550e-01,6.738926e-02,0.000000e+00
2.430964e+00,6.873684e+00,7.131296e-02,3.565480e-02,1.663268e-01
2.626237e+00,6.633674e+00,0.000000e+00,3.715017e-02,6.288826e-02
2.252255e+00,7.057413e+00,2.110429e-01,5.008067e-02,6.734357e-02
2.540414e+00,6.731295e+00,0.000000e+00,0.000000e+00,8.128589e-02
2.392536e+00,6.668693e+00,4.250518e-01,4.885951e-02,0.000000e+00
2.457011e+00,6.772250e+00,2.235691e-01,0.000000e+00,1.598109e-01
2.444732e+00,6.950681e+00,1.653656e-01,1.945947e-02,4.271568e-03
2.389708e+00,6.800760e+00,3.188787e-01,0.000000e+00,1.585061e-01
2.382147e+00,6.917191e+00,2.019218e-01,0.000000e+00,1.496781e-01
2.542046e+00,6.797220e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.426068e+00,6.935945e+00,6.470703e-02,4.546991e-02,0.000000e+00
2.488222e+00,6.842913e+00,1.167801e-01,6.018815e-02,0.000000e+00
2.500153e+00,6.643139e+00,4.713749e-01,4.318492e-02,0.000000e+00
2.510813e+00,6.861796e+00,1.826569e-01,0.000000e+00,0.000000e+00
2.586059e+00,6.739373e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.510052e+00,6.888569e+00,1.177208e-01,0.000000e+00,2.343668e-03
2.513640e+00,6.774276e+00,2.656988e-01,0.000000e+00,0.000000e+00
2.554329e+00,6.723647e+00,3.174629e-01,0.000000e+00,0.000000e+00
2.558342e+00,6.457653e+00,3.742901e-01,1.995511e-02,5.391563e-02
2.381553e+00,6.829131e+00,4.083875e-01,6.157437e-03,8.545892e-02
2.281500e+00,6.906907e+00,5.647735e-02,0.000000e+00,2.854744e-01
2.425173e+00,7.078667e+00,1.889169e-02,0.000000e+00,0.000000e+00
2.435140e+00,6.986185e+00,1.608714e-01,0.000000e+00,0.000000e+00
2.474915e+00,6.826356e+00,9.615925e-02,4.531744e-02,1.166530e-02
2.452764e+00,7.015226e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.495952e+00,6.885189e+00,1.404558e-01,0.000000e+00,0.000000e+00
2.453995e+00,6.833109e+00,2.280331e-01,0.000000e+00,1.125426e-01
2.539892e+00,6.756263e+00,1.400855e-01,0.000000e+00,1.225774e-01
2.494960e+00,6.830885e+00,4.506743e-02,0.000000e+00,0.000000e+00
2.484934e+00,6.796273e+00,1.646747e-01,0.000000e+00,1.011587e-01
2.522783e+00,6.809418e+00,1.311601e-01,0.000000e+00,0.000000e+00
2.407734e+00,6.790295e+00,1.377257e-01,3.270826e-02,0.000000e+00
