8.279862e+00,2.343775e+00,5.401018e-01
4.054348e+00,1.156521e+01,3.903504e-02
7.517071e+00,3.724602e+00,8.552855e-01
6.452144e+00,3.521889e+00,2.657886e+00
6.470743e+00,5.055263e+00,1.312928e+00
7.779134e+00,2.054902e+00,1.497484e+00
7.296968e+00,2.863824e+00,1.819993e+00
5.533909e+00,3.859413e+00,3.970425e+00
6.564313e+00,3.546022e+00,2.637937e+00
6.312239e+00,2.370485e+00,3.877543e+00
6.963817e+00,1.247828e+00,3.740692e+00
8.139989e+00,1.928068e+00,1.174099e+00
7.089609e+00,5.607755e+00,0.000000e+00
8.459590e+00,2.321607e+00,2.447603e-01
2.133484e+00,1.285045e+01,2.446671e+00
4.754649e+00,6.242605e+00,3.595644e+00
8.384368e+00,2.608652e+00,1.136572e-01
6.258424e+00,1.561838e+00,4.329433e+00
7.833449e+00,8.816059e-01,2.339190e+00
6.837282e+00,3.505239e+00,1.988555e+00
3.725014e+00,4.927542e+00,6.219878e+00
8.325635e+00,3.039533e+00,3.285810e-03
8.649418e+00,1.219331e+00,8.066488e-01
4.184214e+00,4.094339e+00,5.939429e+00
8.456147e+00,9.799212e-01,1.409692e+00
7.146283e+00,4.808940e+00,5.467842e-01
5.165920e+00,1.392906e+00,6.551973e+00
7.572056e+00,2.312149e+00,1.765052e+00
6.645374e+00,3.491278e+00,2.405750e+00
5.396610e+00,3.645007e+00,4.418117e+00
4.761457e+00,0.000000e+00,8.101853e+00
6.462474e+00,2.976093e+00,3.014765e+00
7.495777e+00,4.615134e+00,0.000000e+00
5.726099e+00,1.929791e+00,5.066223e+00
4.383427e+00,1.307604e+00,7.656589e+00
5.996459e+00,4.011128e+00,3.096203e+00
8.775925e+00,0.000000e+00,1.462567e+00
7.761188e+00,2.587088e+00,1.312058e+00
7.990966e+00,5.524367e-01,2.534862e+00
5.505596e+00,1.623170e+00,5.766651e+00
7.000602e+00,2.704928e+00,2.382560e+00
8.379845e+00,2.442811e+00,2.699330e-01
7.818061e+00,3.089736e+00,8.101307e-01
7.365811e+00,1.639429e+00,2.669745e+00
4.430766e+00,7.343024e+00,2.971551e+00
7.185832e+00,2.856286e+00,1.920480e+00
6.221198e+00,4.949856e+00,1.812963e+00
7.604794e+00,2.890531e+00,1.359480e+00
8.315790e+00,1.128639e+00,1.350997e+00
7.664465e+00,3.960129e+00,3.504859e-01
6.671131e+00,2.801425e-01,4.765866e+00
6.847079e+00,3.219303e+00,2.039707e+00
8.730207e+00,1.787619e+00,1.450139e-01
6.512966e+00,5.193031e+00,1.162006e+00
5.570278e+00,3.927381e+00,3.760457e+00
3.889919e+00,9.274384e+00,2.273702e+00
2.686722e+00,1.152040e+01,2.597477e+00
7.261739e+00,7.955075e-01,3.421595e+00
3.269396e+00,1.248334e+01,8.407933e-01
6.989002e+00,3.401277e+00,1.927466e+00
8.156221e+00,1.110262e+00,1.572868e+00
7.790153e+00,3.884397e+00,0.000000e+00
8.823508e+00,1.240085e+00,4.565945e-01
6.584517e+00,6.451489e-01,4.591786e+00
5.077014e+00,9.855250e-01,6.791527e+00
5.128604e+00,4.684339e+00,4.086892e+00
7.040417e+00,3.634137e+00,1.655198e+00
5.261348e+00,4.158680e+00,4.114591e+00
5.636504e+00,3.458355e+00,4.103255e+00
